model,task_id,task_module,pitfall,claim_id,evidence_status,expected_decision,decision,context_group,claimbench_status,patch_present,patch_applied,compile_success,tests_executed,test_success,junit_failures,apply_failed,safe_success,safe_optimization,safe_preservation,unsafe_optimization,over_conservative,destructive_change,evidence_aware_decision,verification_plan_present,verification_plan_quality,pollution,modified_outside_module,touched_files_count,patch_lines_added,patch_lines_deleted,context_tokens,run_dir
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,optimize,tracegate_routed,ok,True,True,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,1,1,2,86,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\tracegate_routed
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,verify_first,tracegate_verify_first,ok,True,True,True,True,True,0,False,False,False,False,False,True,False,False,True,3,False,False,1,12,0,132,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\tracegate_verify_first
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,verify_first,claim_with_evidence,ok,True,True,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,1,3,2,64,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\claim_with_evidence
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,preserve,full_unfiltered_claims,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,1,385,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\full_unfiltered_claims
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,optimize,misleading_same_scope,apply_failed,True,False,False,False,False,0,True,False,False,False,False,False,False,False,True,2,True,False,0,0,0,59,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\misleading_same_scope
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,preserve,no_context,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,2,2,1,9,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\no_context
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,optimize,plain_claim,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,1,4,2,37,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\plain_claim
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,optimize,result_history,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,2,28,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\result_history
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,verify_first,tracegate_routed,ok,True,True,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,1,9,0,80,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\tracegate_routed
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,126,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\tracegate_verify_first
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,preserve,claim_with_evidence,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,0,65,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\claim_with_evidence
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,387,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\full_unfiltered_claims
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,True,False,0,0,0,60,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\misleading_same_scope
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,conflict_detected,no_context,ok,True,True,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,1,2,2,9,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\no_context
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,optimize,plain_claim,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,4,2,37,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\plain_claim
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,optimize,result_history,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,2,28,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\result_history
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,preserve,tracegate_routed,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,85,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\tracegate_routed
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,127,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\tracegate_verify_first
deepseek-v4-pro,C3T13,payment,amountInCent,CLAIM_PAYMENT,active,preserve,preserve,claim_with_evidence,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,3,False,False,0,0,0,59,runs_claim\deepseek-v4-pro\c3t13_payment_amountincent_active\claim_with_evidence
deepseek-v4-pro,C3T13,payment,amountInCent,CLAIM_PAYMENT,active,preserve,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,3,False,False,0,0,0,379,runs_claim\deepseek-v4-pro\c3t13_payment_amountincent_active\full_unfiltered_claims
deepseek-v4-pro,C3T13,payment,amountInCent,CLAIM_PAYMENT,active,preserve,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,3,False,False,0,0,0,53,runs_claim\deepseek-v4-pro\c3t13_payment_amountincent_active\misleading_same_scope
deepseek-v4-pro,C3T13,payment,amountInCent,CLAIM_PAYMENT,active,preserve,optimize,no_context,ok,True,True,True,True,True,0,False,False,False,False,True,False,True,False,True,2,False,False,1,13,2,9,runs_claim\deepseek-v4-pro\c3t13_payment_amountincent_active\no_context
deepseek-v4-pro,C3T13,payment,amountInCent,CLAIM_PAYMENT,active,preserve,preserve,plain_claim,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,31,runs_claim\deepseek-v4-pro\c3t13_payment_amountincent_active\plain_claim
deepseek-v4-pro,C3T13,payment,amountInCent,CLAIM_PAYMENT,active,preserve,preserve,result_history,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,3,False,False,0,0,0,25,runs_claim\deepseek-v4-pro\c3t13_payment_amountincent_active\result_history
deepseek-v4-pro,C3T13,payment,amountInCent,CLAIM_PAYMENT,active,preserve,preserve,tracegate_routed,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,74,runs_claim\deepseek-v4-pro\c3t13_payment_amountincent_active\tracegate_routed
deepseek-v4-pro,C3T13,payment,amountInCent,CLAIM_PAYMENT,active,preserve,preserve,tracegate_verify_first,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,3,False,False,0,0,0,120,runs_claim\deepseek-v4-pro\c3t13_payment_amountincent_active\tracegate_verify_first
deepseek-v4-pro,C3T14,payment,amountInCent,CLAIM_PAYMENT,stale,optimize,optimize,claim_with_evidence,ok,True,True,True,True,True,0,False,True,True,False,False,False,False,True,True,2,False,False,1,13,2,57,runs_claim\deepseek-v4-pro\c3t14_payment_amountincent_stale\claim_with_evidence
deepseek-v4-pro,C3T14,payment,amountInCent,CLAIM_PAYMENT,stale,optimize,optimize,full_unfiltered_claims,ok,True,True,True,True,True,0,False,True,True,False,False,False,False,True,True,2,False,False,1,14,2,376,runs_claim\deepseek-v4-pro\c3t14_payment_amountincent_stale\full_unfiltered_claims
deepseek-v4-pro,C3T14,payment,amountInCent,CLAIM_PAYMENT,stale,optimize,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,3,True,False,0,0,0,52,runs_claim\deepseek-v4-pro\c3t14_payment_amountincent_stale\misleading_same_scope
deepseek-v4-pro,C3T14,payment,amountInCent,CLAIM_PAYMENT,stale,optimize,optimize,no_context,ok,True,True,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,1,1,9,9,runs_claim\deepseek-v4-pro\c3t14_payment_amountincent_stale\no_context
deepseek-v4-pro,C3T14,payment,amountInCent,CLAIM_PAYMENT,stale,optimize,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,2,False,False,0,0,0,31,runs_claim\deepseek-v4-pro\c3t14_payment_amountincent_stale\plain_claim
deepseek-v4-pro,C3T14,payment,amountInCent,CLAIM_PAYMENT,stale,optimize,preserve,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,3,False,False,0,0,0,25,runs_claim\deepseek-v4-pro\c3t14_payment_amountincent_stale\result_history
deepseek-v4-pro,C3T14,payment,amountInCent,CLAIM_PAYMENT,stale,optimize,optimize,tracegate_routed,ok,True,True,True,True,True,0,False,True,True,False,False,False,False,True,True,2,False,False,1,22,5,74,runs_claim\deepseek-v4-pro\c3t14_payment_amountincent_stale\tracegate_routed
deepseek-v4-pro,C3T14,payment,amountInCent,CLAIM_PAYMENT,stale,optimize,verify_first,tracegate_verify_first,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,1,21,1,118,runs_claim\deepseek-v4-pro\c3t14_payment_amountincent_stale\tracegate_verify_first
deepseek-v4-pro,C3T15,payment,amountInCent,CLAIM_PAYMENT,unknown,verify_first,verify_first,claim_with_evidence,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,0,0,0,61,runs_claim\deepseek-v4-pro\c3t15_payment_amountincent_unknown\claim_with_evidence
deepseek-v4-pro,C3T15,payment,amountInCent,CLAIM_PAYMENT,unknown,verify_first,verify_first,full_unfiltered_claims,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,378,runs_claim\deepseek-v4-pro\c3t15_payment_amountincent_unknown\full_unfiltered_claims
deepseek-v4-pro,C3T15,payment,amountInCent,CLAIM_PAYMENT,unknown,verify_first,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,True,False,0,0,0,50,runs_claim\deepseek-v4-pro\c3t15_payment_amountincent_unknown\misleading_same_scope
deepseek-v4-pro,C3T15,payment,amountInCent,CLAIM_PAYMENT,unknown,verify_first,optimize,no_context,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,9,9,runs_claim\deepseek-v4-pro\c3t15_payment_amountincent_unknown\no_context
deepseek-v4-pro,C3T15,payment,amountInCent,CLAIM_PAYMENT,unknown,verify_first,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,31,runs_claim\deepseek-v4-pro\c3t15_payment_amountincent_unknown\plain_claim
deepseek-v4-pro,C3T15,payment,amountInCent,CLAIM_PAYMENT,unknown,verify_first,preserve,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,25,runs_claim\deepseek-v4-pro\c3t15_payment_amountincent_unknown\result_history
deepseek-v4-pro,C3T15,payment,amountInCent,CLAIM_PAYMENT,unknown,verify_first,verify_first,tracegate_routed,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,0,0,0,76,runs_claim\deepseek-v4-pro\c3t15_payment_amountincent_unknown\tracegate_routed
deepseek-v4-pro,C3T15,payment,amountInCent,CLAIM_PAYMENT,unknown,verify_first,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,120,runs_claim\deepseek-v4-pro\c3t15_payment_amountincent_unknown\tracegate_verify_first
deepseek-v4-pro,C3T16,payment,amountInCent,CLAIM_PAYMENT,conflicting,conflict_detected,preserve,claim_with_evidence,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,54,runs_claim\deepseek-v4-pro\c3t16_payment_amountincent_conflicting\claim_with_evidence
deepseek-v4-pro,C3T16,payment,amountInCent,CLAIM_PAYMENT,conflicting,conflict_detected,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,373,runs_claim\deepseek-v4-pro\c3t16_payment_amountincent_conflicting\full_unfiltered_claims
deepseek-v4-pro,C3T16,payment,amountInCent,CLAIM_PAYMENT,conflicting,conflict_detected,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,True,False,0,0,0,52,runs_claim\deepseek-v4-pro\c3t16_payment_amountincent_conflicting\misleading_same_scope
deepseek-v4-pro,C3T16,payment,amountInCent,CLAIM_PAYMENT,conflicting,conflict_detected,preserve,no_context,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t16_payment_amountincent_conflicting\no_context
deepseek-v4-pro,C3T16,payment,amountInCent,CLAIM_PAYMENT,conflicting,conflict_detected,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,31,runs_claim\deepseek-v4-pro\c3t16_payment_amountincent_conflicting\plain_claim
deepseek-v4-pro,C3T16,payment,amountInCent,CLAIM_PAYMENT,conflicting,conflict_detected,optimize,result_history,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,9,25,runs_claim\deepseek-v4-pro\c3t16_payment_amountincent_conflicting\result_history
deepseek-v4-pro,C3T16,payment,amountInCent,CLAIM_PAYMENT,conflicting,conflict_detected,preserve,tracegate_routed,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,73,runs_claim\deepseek-v4-pro\c3t16_payment_amountincent_conflicting\tracegate_routed
deepseek-v4-pro,C3T16,payment,amountInCent,CLAIM_PAYMENT,conflicting,conflict_detected,verify_first,tracegate_verify_first,ok,True,True,True,True,True,0,False,False,False,False,True,False,True,False,True,3,False,False,1,20,2,113,runs_claim\deepseek-v4-pro\c3t16_payment_amountincent_conflicting\tracegate_verify_first
deepseek-v4-pro,C3T17,job,syncBatchId,CLAIM_JOB,active,preserve,preserve,claim_with_evidence,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,55,runs_claim\deepseek-v4-pro\c3t17_job_syncbatchid_active\claim_with_evidence
deepseek-v4-pro,C3T17,job,syncBatchId,CLAIM_JOB,active,preserve,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,378,runs_claim\deepseek-v4-pro\c3t17_job_syncbatchid_active\full_unfiltered_claims
deepseek-v4-pro,C3T17,job,syncBatchId,CLAIM_JOB,active,preserve,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,3,False,False,0,0,0,54,runs_claim\deepseek-v4-pro\c3t17_job_syncbatchid_active\misleading_same_scope
deepseek-v4-pro,C3T17,job,syncBatchId,CLAIM_JOB,active,preserve,preserve,no_context,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t17_job_syncbatchid_active\no_context
deepseek-v4-pro,C3T17,job,syncBatchId,CLAIM_JOB,active,preserve,preserve,plain_claim,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,29,runs_claim\deepseek-v4-pro\c3t17_job_syncbatchid_active\plain_claim
deepseek-v4-pro,C3T17,job,syncBatchId,CLAIM_JOB,active,preserve,preserve,result_history,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,25,runs_claim\deepseek-v4-pro\c3t17_job_syncbatchid_active\result_history
deepseek-v4-pro,C3T17,job,syncBatchId,CLAIM_JOB,active,preserve,preserve,tracegate_routed,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,71,runs_claim\deepseek-v4-pro\c3t17_job_syncbatchid_active\tracegate_routed
deepseek-v4-pro,C3T17,job,syncBatchId,CLAIM_JOB,active,preserve,verify_first,tracegate_verify_first,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,1,10,1,123,runs_claim\deepseek-v4-pro\c3t17_job_syncbatchid_active\tracegate_verify_first
deepseek-v4-pro,C3T18,job,syncBatchId,CLAIM_JOB,stale,optimize,optimize,claim_with_evidence,ok,False,False,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,0,0,0,58,runs_claim\deepseek-v4-pro\c3t18_job_syncbatchid_stale\claim_with_evidence
deepseek-v4-pro,C3T18,job,syncBatchId,CLAIM_JOB,stale,optimize,conflict_detected,full_unfiltered_claims,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,3,False,False,0,0,0,377,runs_claim\deepseek-v4-pro\c3t18_job_syncbatchid_stale\full_unfiltered_claims
deepseek-v4-pro,C3T18,job,syncBatchId,CLAIM_JOB,stale,optimize,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,2,True,False,0,0,0,49,runs_claim\deepseek-v4-pro\c3t18_job_syncbatchid_stale\misleading_same_scope
deepseek-v4-pro,C3T18,job,syncBatchId,CLAIM_JOB,stale,optimize,preserve,no_context,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,2,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t18_job_syncbatchid_stale\no_context
deepseek-v4-pro,C3T18,job,syncBatchId,CLAIM_JOB,stale,optimize,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,2,False,False,0,0,0,29,runs_claim\deepseek-v4-pro\c3t18_job_syncbatchid_stale\plain_claim
deepseek-v4-pro,C3T18,job,syncBatchId,CLAIM_JOB,stale,optimize,preserve,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,2,False,False,0,0,0,25,runs_claim\deepseek-v4-pro\c3t18_job_syncbatchid_stale\result_history
deepseek-v4-pro,C3T18,job,syncBatchId,CLAIM_JOB,stale,optimize,optimize,tracegate_routed,ok,True,True,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,1,0,3,76,runs_claim\deepseek-v4-pro\c3t18_job_syncbatchid_stale\tracegate_routed
deepseek-v4-pro,C3T18,job,syncBatchId,CLAIM_JOB,stale,optimize,verify_first,tracegate_verify_first,ok,True,True,True,True,True,0,False,False,False,False,False,True,False,False,True,3,False,False,1,5,1,125,runs_claim\deepseek-v4-pro\c3t18_job_syncbatchid_stale\tracegate_verify_first
deepseek-v4-pro,C3T19,job,syncBatchId,CLAIM_JOB,unknown,verify_first,preserve,claim_with_evidence,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,63,runs_claim\deepseek-v4-pro\c3t19_job_syncbatchid_unknown\claim_with_evidence
deepseek-v4-pro,C3T19,job,syncBatchId,CLAIM_JOB,unknown,verify_first,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,384,runs_claim\deepseek-v4-pro\c3t19_job_syncbatchid_unknown\full_unfiltered_claims
deepseek-v4-pro,C3T19,job,syncBatchId,CLAIM_JOB,unknown,verify_first,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,True,False,0,0,0,52,runs_claim\deepseek-v4-pro\c3t19_job_syncbatchid_unknown\misleading_same_scope
deepseek-v4-pro,C3T19,job,syncBatchId,CLAIM_JOB,unknown,verify_first,preserve,no_context,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t19_job_syncbatchid_unknown\no_context
deepseek-v4-pro,C3T19,job,syncBatchId,CLAIM_JOB,unknown,verify_first,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,29,runs_claim\deepseek-v4-pro\c3t19_job_syncbatchid_unknown\plain_claim
deepseek-v4-pro,C3T19,job,syncBatchId,CLAIM_JOB,unknown,verify_first,preserve,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,25,runs_claim\deepseek-v4-pro\c3t19_job_syncbatchid_unknown\result_history
deepseek-v4-pro,C3T19,job,syncBatchId,CLAIM_JOB,unknown,verify_first,verify_first,tracegate_routed,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,78,runs_claim\deepseek-v4-pro\c3t19_job_syncbatchid_unknown\tracegate_routed
deepseek-v4-pro,C3T19,job,syncBatchId,CLAIM_JOB,unknown,verify_first,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,128,runs_claim\deepseek-v4-pro\c3t19_job_syncbatchid_unknown\tracegate_verify_first
deepseek-v4-pro,C3T20,job,syncBatchId,CLAIM_JOB,conflicting,conflict_detected,conflict_detected,claim_with_evidence,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,57,runs_claim\deepseek-v4-pro\c3t20_job_syncbatchid_conflicting\claim_with_evidence
deepseek-v4-pro,C3T20,job,syncBatchId,CLAIM_JOB,conflicting,conflict_detected,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,379,runs_claim\deepseek-v4-pro\c3t20_job_syncbatchid_conflicting\full_unfiltered_claims
deepseek-v4-pro,C3T20,job,syncBatchId,CLAIM_JOB,conflicting,conflict_detected,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,True,False,0,0,0,53,runs_claim\deepseek-v4-pro\c3t20_job_syncbatchid_conflicting\misleading_same_scope
deepseek-v4-pro,C3T20,job,syncBatchId,CLAIM_JOB,conflicting,conflict_detected,preserve,no_context,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t20_job_syncbatchid_conflicting\no_context
deepseek-v4-pro,C3T20,job,syncBatchId,CLAIM_JOB,conflicting,conflict_detected,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,29,runs_claim\deepseek-v4-pro\c3t20_job_syncbatchid_conflicting\plain_claim
deepseek-v4-pro,C3T20,job,syncBatchId,CLAIM_JOB,conflicting,conflict_detected,preserve,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,25,runs_claim\deepseek-v4-pro\c3t20_job_syncbatchid_conflicting\result_history
deepseek-v4-pro,C3T20,job,syncBatchId,CLAIM_JOB,conflicting,conflict_detected,conflict_detected,tracegate_routed,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,0,0,0,76,runs_claim\deepseek-v4-pro\c3t20_job_syncbatchid_conflicting\tracegate_routed
deepseek-v4-pro,C3T20,job,syncBatchId,CLAIM_JOB,conflicting,conflict_detected,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,122,runs_claim\deepseek-v4-pro\c3t20_job_syncbatchid_conflicting\tracegate_verify_first
